State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Andhra Pradesh",Chittor,Palamaner,"Cluster beans","Cluster Beans",FAQ,03/03/2025,1500,2500,2000
"Andhra Pradesh",Chittor,Tirupati,Banana,Bhushavali(Pacha),Small,03/03/2025,8000,10000,9000
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Bhushavali(Pacha),Large,03/03/2025,1600,2100,1900
"Andhra Pradesh",Kurnool,Kurnool,"Arhar (Tur/Red Gram)(Whole)",Local,Non-FAQ,03/03/2025,1229,6875,6229
"Andhra Pradesh",Kurnool,Kurnool,"Foxtail Millet(Navane)",Other,FAQ,03/03/2025,1613,3096,2496
"Andhra Pradesh",Kurnool,Kurnool,Groundnut,Local,FAQ,03/03/2025,1177,6767,5709
"Andhra Pradesh",Kurnool,Kurnool,Sunflower,Bold,FAQ,03/03/2025,3640,3640,3640
Bihar,Araria,Forbesganj,Potato,Jyoti,FAQ,03/03/2025,900,1400,1100
Gujarat,Ahmedabad,Ahmedabad,"Amla(Nelli Kai)",Other,FAQ,03/03/2025,3500,5000,4350
Gujarat,Ahmedabad,Ahmedabad,"Bottle gourd",Other,FAQ,03/03/2025,300,1800,1050
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,03/03/2025,200,400,325
Gujarat,Ahmedabad,Ahmedabad,Carrot,Other,FAQ,03/03/2025,700,1100,950
Gujarat,Ahmedabad,Ahmedabad,"Onion Green",Other,FAQ,03/03/2025,500,1000,750
Gujarat,Ahmedabad,Ahmedabad,"Sweet Potato",Other,FAQ,03/03/2025,2000,3000,2650
Gujarat,Ahmedabad,Dhandhuka,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,03/03/2025,5605,7445,7000
Gujarat,Ahmedabad,Sanad,Paddy(Dhan)(Common),Other,Non-FAQ,03/03/2025,2150,2556,2353
Gujarat,Ahmedabad,Viramgam,"Castor Seed","Castor seed",FAQ,03/03/2025,6110,6185,6150
Gujarat,Ahmedabad,Viramgam,Cotton,Other,Non-FAQ,03/03/2025,5500,7160,6330
Gujarat,Ahmedabad,Viramgam,"Cummin Seed(Jeera)",Other,FAQ,03/03/2025,16950,18450,17700
Gujarat,Amreli,Babra,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,03/03/2025,7100,7400,7250
Gujarat,Amreli,Bagasara,Soyabean,Yellow,Non-FAQ,03/03/2025,2500,3500,3000
Gujarat,Amreli,Bagasara,Wheat,"Lokwan Gujrat",FAQ,03/03/2025,2035,2560,2297
Gujarat,Amreli,Damnagar,Tomato,Local,Non-FAQ,03/03/2025,350,1250,800
Gujarat,Amreli,Dhari,"Ground Nut Seed","Ground Nut Seed",FAQ,03/03/2025,5255,5255,5255
Gujarat,Amreli,Rajula,Cotton,Local,FAQ,03/03/2025,6100,7300,6700
Gujarat,Amreli,Rajula,Groundnut,Local,FAQ,03/03/2025,4500,5010,4755
Gujarat,Amreli,Rajula,Soyabean,Soyabeen,FAQ,03/03/2025,3500,3750,3625
Gujarat,Amreli,Savarkundla,"Arhar (Tur/Red Gram)(Whole)","Small (Whole)",Non-FAQ,03/03/2025,6250,7000,6500
Gujarat,Amreli,Savarkundla,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,03/03/2025,5250,5455,5350
Gujarat,Amreli,Savarkundla,"Castor Seed","Castor seed",FAQ,03/03/2025,5500,6115,5925
Gujarat,Amreli,Savarkundla,Cotton,"Narma BT Cotton",FAQ,03/03/2025,6900,7325,7100
Gujarat,Anand,"Anand(Veg,Yard,Anand)","Bottle gourd","Bottle Gourd",FAQ,03/03/2025,500,750,600
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Spinach,Spinach,FAQ,03/03/2025,1500,2000,1800
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Potato,Other,FAQ,03/03/2025,1200,1800,1600
Gujarat,Banaskanth,Amirgadh,"Cummin Seed(Jeera)",Other,FAQ,03/03/2025,15000,16300,16300
Gujarat,Banaskanth,Amirgadh,Rajgir,Other,FAQ,03/03/2025,5155,5810,5650
Gujarat,Banaskanth,Deesa,"Cummin Seed(Jeera)",Bold,FAQ,03/03/2025,17555,20160,19000
Gujarat,Banaskanth,Deesa(Bhildi),"Castor Seed",Other,FAQ,03/03/2025,6150,6280,6275
Gujarat,Banaskanth,Deesa(Bhildi),Rajgir,Other,FAQ,03/03/2025,5250,5950,5750
Gujarat,Banaskanth,Dhanera,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,03/03/2025,2575,2795,2685
Gujarat,Banaskanth,Dhanera,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,03/03/2025,2505,3100,2820
Gujarat,Banaskanth,Dhanera,"Guar Seed(Cluster Beans Seed)",Other,FAQ,03/03/2025,4750,4750,4750
Gujarat,Banaskanth,Dhanera,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,03/03/2025,9250,9450,9350
Gujarat,Banaskanth,Palanpur,Mustard,Mustard,FAQ,03/03/2025,4800,5505,5152
Gujarat,Banaskanth,Thara,"Cummin Seed(Jeera)",Other,FAQ,03/03/2025,17400,19105,18252.5
Gujarat,Banaskanth,Thara(Shihori),"Castor Seed",Caster,FAQ,03/03/2025,6135,6225,6180
Gujarat,Bharuch,Ankleshwar,Carrot,Carrot,FAQ,03/03/2025,1000,1500,1200
Gujarat,Bharuch,Ankleshwar,Lemon,Lemon,FAQ,03/03/2025,7500,9000,8500
Gujarat,Bharuch,Jambusar,Cotton,Other,FAQ,03/03/2025,6600,7200,6900
Gujarat,Bharuch,Jambusar(Kaavi),"Bajra(Pearl Millet/Cumbu)",Other,FAQ,03/03/2025,2000,2200,2100
Gujarat,Bhavnagar,"Mahuva(Station Road)","Cummin Seed(Jeera)",Other,FAQ,03/03/2025,15200,20500,17850
Gujarat,"Chhota Udaipur",Kalediya,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,03/03/2025,7200,7471,7300
Gujarat,Dahod,Dahod,"Arhar (Tur/Red Gram)(Whole)",Other,Non-FAQ,03/03/2025,6400,6700,6600
Gujarat,Dahod,Dahod,"Bengal Gram(Gram)(Whole)",Other,FAQ,03/03/2025,5650,5722,5700
Gujarat,Dahod,Dahod,"Dry Chillies","Dry Chillies",FAQ,03/03/2025,12500,20000,15000
Gujarat,Dahod,Dahod,"Green Gram (Moong)(Whole)","Green (Whole)",Non-FAQ,03/03/2025,6000,6600,6400
Gujarat,Dahod,Dahod,Maize,Yellow,FAQ,03/03/2025,2350,2450,2400
Gujarat,Dahod,Dahod,Paddy(Dhan)(Common),"Paddy Coarse",FAQ,03/03/2025,2025,2050,2040
Gujarat,Dahod,"Dahod(Veg. Market)","Cluster beans","Cluster Beans",FAQ,03/03/2025,4000,5000,4500
Gujarat,Dahod,"Dahod(Veg. Market)",Onion,Onion,FAQ,03/03/2025,1000,3000,2000
Gujarat,Dahod,"Dahod(Veg. Market)","Pointed gourd (Parval)",Other,FAQ,03/03/2025,6000,7000,6500
Gujarat,Dahod,Zalod(Sanjeli),Wheat,Other,FAQ,03/03/2025,2500,2550,2550
Gujarat,Dahod,Zalod(Zalod),Maize,Other,FAQ,03/03/2025,2500,2750,2625
Gujarat,Gandhinagar,Dehgam,Wheat,Other,FAQ,03/03/2025,2750,2805,2777
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Methi(Leaves),Methi,FAQ,03/03/2025,1000,1000,1000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Surat Beans (Papadi)",Other,FAQ,03/03/2025,1500,1500,1500
Gujarat,"Gir Somnath",Kodinar,Wheat,"Medium Fine",FAQ,03/03/2025,2125,2820,2540
Gujarat,"Gir Somnath",Talalagir,Cabbage,Other,FAQ,03/03/2025,500,1500,1000
Gujarat,"Gir Somnath",Talalagir,Carrot,Other,FAQ,03/03/2025,1000,2500,2000
Gujarat,"Gir Somnath",Talalagir,Tomato,Other,FAQ,03/03/2025,1500,2500,2000
Gujarat,"Gir Somnath",Veraval,Groundnut,G20,FAQ,03/03/2025,4505,5505,5375
Gujarat,Jamnagar,Dhrol,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,03/03/2025,5150,6870,6010
Gujarat,Jamnagar,Dhrol,Cotton,Other,FAQ,03/03/2025,5750,7015,6385
Gujarat,Jamnagar,Dhrol,Wheat,Other,FAQ,03/03/2025,2250,3130,2690
Gujarat,Jamnagar,"Jam Jodhpur","Bajra(Pearl Millet/Cumbu)",Local,FAQ,03/03/2025,1750,2650,2250
Gujarat,Jamnagar,"Jam Jodhpur",Soyabean,Soyabeen,FAQ,03/03/2025,3505,3805,3650
Gujarat,Junagarh,Bhesan,Groundnut,Other,FAQ,03/03/2025,3050,5000,4550
Gujarat,Junagarh,Junagadh,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,03/03/2025,4500,7860,6250
Gujarat,Junagarh,Junagadh,"Castor Seed","Castor seed",FAQ,03/03/2025,5700,6050,6000
Gujarat,Junagarh,Junagadh,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,03/03/2025,9000,10690,9750
Gujarat,Junagarh,Junagadh,Soyabean,Soyabeen,FAQ,03/03/2025,3500,4055,3750
Gujarat,Junagarh,Junagadh,Wheat,Sharbati,FAQ,03/03/2025,2150,2740,2525
Gujarat,Kachchh,Rapar,Mataki,"Mataki (W)",FAQ,03/03/2025,4000,4285,4140
Gujarat,Kheda,Kapadvanj,Wheat,Other,FAQ,03/03/2025,2650,2800,2725
Gujarat,Kheda,Nadiyad(Chaklasi),Brinjal,Brinjal,FAQ,03/03/2025,300,500,400
Gujarat,Kheda,Nadiyad(Chaklasi),Cabbage,Cabbage,FAQ,03/03/2025,600,750,700
Gujarat,Kheda,Nadiyad(Piplag),Cabbage,Cabbage,FAQ,03/03/2025,700,800,750
Gujarat,Kheda,Nadiyad(Piplag),Tomato,Tomato,Non-FAQ,03/03/2025,400,500,450
Gujarat,Mehsana,Kadi,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",Non-FAQ,03/03/2025,5805,7100,7000
Gujarat,Mehsana,Kadi,"Guar Seed(Cluster Beans Seed)",Whole,FAQ,03/03/2025,4655,4825,4750
Gujarat,Mehsana,Kadi,Paddy(Dhan)(Common),Paddy,Non-FAQ,03/03/2025,1600,1950,1800
Gujarat,Mehsana,Kadi,Wheat,Deshi,FAQ,03/03/2025,2500,2925,2725
Gujarat,Mehsana,Mehsana,Mustard,Mustard,FAQ,03/03/2025,4755,5700,5500
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Cauliflower,Cauliflower,FAQ,03/03/2025,300,1300,1000
Gujarat,Mehsana,Vijapur(Kukarvada),"Castor Seed",Other,FAQ,03/03/2025,6025,6395,6350
Gujarat,Mehsana,Vijapur(veg),Potato,Other,Non-FAQ,03/03/2025,250,1000,600
Gujarat,Mehsana,Visnagar,"Guar Seed(Cluster Beans Seed)",Other,FAQ,03/03/2025,3500,4905,4202
Gujarat,Morbi,Morbi,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,03/03/2025,4955,5185,5070
Gujarat,Morbi,Morbi,"Bottle gourd","Bottle Gourd",FAQ,03/03/2025,500,1000,750
Gujarat,Morbi,Morbi,Onion,Onion,FAQ,03/03/2025,1000,2500,1750
Gujarat,Narmada,Rajpipla,Cotton,"Cotton (Unginned)",FAQ,03/03/2025,6851,7621,7325
Gujarat,Navsari,Bilimora,"Green Chilli",Other,FAQ,03/03/2025,4000,5500,4800
Gujarat,Patan,Harij,"Cummin Seed(Jeera)",Other,FAQ,03/03/2025,16250,19330,17790
Gujarat,Patan,Radhanpur,Wheat,"Medium Fine",FAQ,03/03/2025,2750,3175,3050
Gujarat,Patan,Sami,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,03/03/2025,5225,5300,5260
Gujarat,Patan,Sami,"Castor Seed","Castor seed",FAQ,03/03/2025,6275,6350,6310
Gujarat,Patan,Sami,"Corriander seed","A-1, Green",FAQ,03/03/2025,4500,5125,4750
Gujarat,Porbandar,Porbandar,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,03/03/2025,16875,19375,18125
Gujarat,Porbandar,Porbandar,"Kabuli Chana(Chickpeas-White)",Other,FAQ,03/03/2025,6325,6325,6325
Gujarat,Porbandar,Porbandar,Lemon,Lemon,FAQ,03/03/2025,6000,8000,7000
Gujarat,Porbandar,Porbandar,Methi(Leaves),Fenugreek-Organic,FAQ,03/03/2025,2000,3000,2500
Gujarat,Porbandar,Porbandar,Tomato,Deshi,Non-FAQ,03/03/2025,500,1000,750
Gujarat,Porbandar,Porbandar,Wheat,Lokwan,FAQ,03/03/2025,2350,2450,2400
Gujarat,Rajkot,Dhoraji,"Corriander seed","Full Green",FAQ,03/03/2025,6705,7155,7005
Gujarat,Rajkot,Dhoraji,Jowar(Sorghum),"Jowar ( White)",Non-FAQ,03/03/2025,2830,2830,2830
Gujarat,Rajkot,Gondal,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,03/03/2025,12505,20205,19405
Gujarat,Rajkot,Gondal,Garlic,Garlic,FAQ,03/03/2025,3405,7505,5405
Gujarat,Rajkot,Gondal,Groundnut,G20,Non-FAQ,03/03/2025,3055,6355,5305
Gujarat,Rajkot,Gondal,Mustard,Mustard,Non-FAQ,03/03/2025,5055,5305,5155
Gujarat,Rajkot,Gondal,Wheat,Lokwan,FAQ,03/03/2025,2600,2900,2700
Gujarat,Rajkot,"Gondal(Veg.market Gondal)","Bhindi(Ladies Finger)",Bhindi,FAQ,03/03/2025,1000,4000,2500
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Carrot,Carrot,FAQ,03/03/2025,500,1200,850
Gujarat,Rajkot,Jasdan,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,03/03/2025,17500,20250,19500
Gujarat,Rajkot,Jasdan,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,03/03/2025,3000,3000,3000
Gujarat,Rajkot,Jasdan,"Methi Seeds",Methiseeds,FAQ,03/03/2025,3250,5150,4500
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Wheat,Other,FAQ,03/03/2025,2555,2940,2750
Gujarat,Rajkot,Rajkot,Groundnut,G20,Non-FAQ,03/03/2025,4375,5125,4700
Gujarat,Rajkot,Rajkot,Jowar(Sorghum),"Jowar (Yellow)",FAQ,03/03/2025,1750,2250,2000
Gujarat,Rajkot,Rajkot,Wheat,Lokwan,FAQ,03/03/2025,2525,2725,2625
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Onion,Onion,FAQ,03/03/2025,825,2575,2000
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Potato,Desi,FAQ,03/03/2025,700,1250,975
Gujarat,Rajkot,Upleta,"Corriander seed",Other,FAQ,03/03/2025,5900,6500,6300
Gujarat,Sabarkantha,Bayad,Groundnut,Other,FAQ,03/03/2025,6000,6783,6500
Gujarat,Sabarkantha,Bayad,Mustard,Other,FAQ,03/03/2025,5000,5650,5200
Gujarat,Sabarkantha,Bhiloda,"Bengal Gram(Gram)(Whole)","Desi (Whole)",Non-FAQ,03/03/2025,5000,5200,5100
Gujarat,Sabarkantha,Khedbrahma,Wheat,Other,FAQ,03/03/2025,3150,3300,3250
Gujarat,Sabarkantha,Modasa,Wheat,"Lokwan Gujrat",FAQ,03/03/2025,2500,2905,2905
Gujarat,Sabarkantha,Modasa(Tintoi),Wheat,Lokwan,FAQ,03/03/2025,2400,2800,2800
Gujarat,Sabarkantha,Talod,"Guar Seed(Cluster Beans Seed)",Other,FAQ,03/03/2025,4250,4720,4485
Gujarat,Sabarkantha,Vadali,Maize,Other,FAQ,03/03/2025,2500,2660,2580
Gujarat,Surat,Mandvi,Beans,Other,FAQ,03/03/2025,4200,5700,4950
Gujarat,Surat,Nizar(Kukarmuda),Jowar(Sorghum),Other,Non-FAQ,03/03/2025,2165,2355,2235
Gujarat,Surat,Songadh,"Bhindi(Ladies Finger)",Bhindi,FAQ,03/03/2025,4050,4900,4350
Gujarat,Surat,Surat,"Bottle gourd",Other,FAQ,03/03/2025,1000,2800,1900
Gujarat,Surat,Surat,Carrot,Other,FAQ,03/03/2025,800,1600,1200
Gujarat,Surat,Surat,"Green Chilli",Other,FAQ,03/03/2025,1500,4500,3000
Gujarat,Surat,Surat,"Little gourd (Kundru)",Other,FAQ,03/03/2025,3500,8500,6000
Gujarat,Surat,Surat,"Mango (Raw-Ripe)",Other,FAQ,03/03/2025,5000,6000,5500
Gujarat,Surat,Surat,"Surat Beans (Papadi)",Other,FAQ,03/03/2025,4000,10000,7000
Gujarat,Surat,Vyra,Paddy(Dhan)(Common),Common,Non-FAQ,03/03/2025,2200,2250,2225
Gujarat,Surendranagar,Chotila,"Bengal Gram(Gram)(Whole)",Other,Non-FAQ,03/03/2025,5500,6000,5750
Gujarat,Surendranagar,Chotila,Wheat,Local,Non-FAQ,03/03/2025,2500,3000,2750
Gujarat,Surendranagar,"Dasada Patadi","Arhar (Tur/Red Gram)(Whole)",Tur/Arhar-Organic,Non-FAQ,03/03/2025,6750,7305,7125
Gujarat,Surendranagar,"Dasada Patadi","Castor Seed","Castor seed",FAQ,03/03/2025,6065,6100,6095
Gujarat,Surendranagar,Vadhvan,"Bitter gourd","Bitter Gourd",FAQ,03/03/2025,3500,4000,3750
Gujarat,Surendranagar,Vadhvan,"Bottle gourd","Bottle Gourd",FAQ,03/03/2025,500,1000,750
Gujarat,Surendranagar,Vadhvan,Guar,Gwar,FAQ,03/03/2025,9500,10000,9750
Gujarat,Surendranagar,Vadhvan,Lemon,Lemon,FAQ,03/03/2025,4500,5500,5000
Gujarat,Surendranagar,Vadhvan,Raddish,Raddish,FAQ,03/03/2025,500,1000,750
Gujarat,Vadodara(Baroda),Padra,"Bottle gourd",Other,FAQ,03/03/2025,1500,1750,1625
Gujarat,Vadodara(Baroda),Padra,Brinjal,Other,FAQ,03/03/2025,300,1000,650
Gujarat,Vadodara(Baroda),Padra,Cucumbar(Kheera),Other,FAQ,03/03/2025,1250,2000,1650
Gujarat,Vadodara(Baroda),Padra,Methi(Leaves),Other,FAQ,03/03/2025,1500,2000,1750
Gujarat,Valsad,Chikli(Khorgam),"Bottle gourd",Other,FAQ,03/03/2025,750,1000,875
Gujarat,Valsad,Chikli(Khorgam),"Pointed gourd (Parval)",Other,FAQ,03/03/2025,4000,6000,5000
Haryana,Ambala,Barara,Apple,Apple,Medium,03/03/2025,6000,10000,6000
Haryana,Ambala,Barara,Capsicum,Other,FAQ,03/03/2025,1200,1200,1200
Haryana,Ambala,Barara,Kinnow,Other,Medium,03/03/2025,2000,2700,2600
Haryana,Ambala,Barara,Mashrooms,Mashrooms,FAQ,03/03/2025,4000,4500,4000
Haryana,Ambala,Barara,Potato,Other,Non-FAQ,03/03/2025,400,600,500
Haryana,Ambala,Barara,"Water Melon",Other,Medium,03/03/2025,1500,1500,1500
Haryana,Ambala,Naraingarh,Coriander(Leaves),Coriander,FAQ,03/03/2025,500,1200,1000
Haryana,Ambala,Naraingarh,Kinnow,Kinnow,Medium,03/03/2025,3000,3000,3000
Haryana,Ambala,Naraingarh,Pomegranate,Pomogranate,Medium,03/03/2025,7000,9000,7200
Haryana,Ambala,Naraingarh,Spinach,Spinach,FAQ,03/03/2025,500,1000,800
Haryana,Ambala,Naraingarh,"Water Melon","Water Melon",Medium,03/03/2025,1000,2200,1850
Haryana,Ambala,Shahzadpur,Carrot,Carrot,FAQ,03/03/2025,500,1000,1000
Haryana,Ambala,Shahzadpur,Methi(Leaves),Methi,FAQ,03/03/2025,1000,1000,1000
Haryana,Ambala,Shahzadpur,Toria,Toria,FAQ,03/03/2025,5821,5821,5821
Haryana,Faridabad,Ballabhgarh,Capsicum,Capsicum,FAQ,03/03/2025,1500,2000,1800
Haryana,Fatehabad,Fatehabad,Tomato,Other,FAQ,03/03/2025,4000,4000,4000
Haryana,Fatehabad,"Tohana(New Veg Market)",Onion,Onion,FAQ,03/03/2025,3500,3500,3500
Haryana,Gurgaon,Gurgaon,"Bottle gourd","Bottle Gourd",FAQ,03/03/2025,800,1000,900
Haryana,Gurgaon,Pataudi,Tomato,Other,FAQ,03/03/2025,800,1000,900
Haryana,Gurgaon,Sohna,"Bottle gourd","Bottle Gourd",FAQ,03/03/2025,1200,2000,1500
Haryana,Gurgaon,Sohna,Cauliflower,Cauliflower,FAQ,03/03/2025,800,1300,1100
Haryana,Gurgaon,Sohna,Onion,Onion,FAQ,03/03/2025,2500,2600,2600
Haryana,Gurgaon,Sohna,Tomato,Tomato,FAQ,03/03/2025,1000,1200,1100
Haryana,Hissar,Adampur,Guar,Gwar,FAQ,03/03/2025,3400,5045,5000
Haryana,Hissar,Barwala(Hisar),Ber(Zizyphus/Borehannu),Other,Medium,03/03/2025,2000,2500,2400
Haryana,Hissar,Barwala(Hisar),Carrot,Other,FAQ,03/03/2025,400,500,500
Haryana,Hissar,Barwala(Hisar),Cucumbar(Kheera),Other,FAQ,03/03/2025,700,1000,900
Haryana,Hissar,Barwala(Hisar),"Gram Raw(Chholia)",Other,FAQ,03/03/2025,1200,1400,1300
Haryana,Hissar,Barwala(Hisar),Methi(Leaves),Other,FAQ,03/03/2025,600,700,700
Haryana,Hissar,Barwala(Hisar),"Squash(Chappal Kadoo)",Other,FAQ,03/03/2025,200,300,300
Haryana,Hissar,Hansi,Cabbage,Other,FAQ,03/03/2025,400,800,600
Haryana,Hissar,Hansi,Carrot,Other,FAQ,03/03/2025,400,700,600
Haryana,Hissar,Hansi,Lemon,Other,FAQ,03/03/2025,3000,5000,4000
Haryana,Hissar,Hansi,Onion,Other,FAQ,03/03/2025,2000,3500,3000
Haryana,Hissar,Hansi,Raddish,Other,FAQ,03/03/2025,600,1000,800
Haryana,Hissar,Uklana,Cauliflower,Cauliflower,FAQ,03/03/2025,400,500,500
Haryana,Hissar,Uklana,Grapes,Other,Medium,03/03/2025,4000,4500,4500
Haryana,Hissar,Uklana,Kinnow,Kinnow,Medium,03/03/2025,2800,2800,2800
Haryana,Jhajar,Bahadurgarh,Cabbage,Other,FAQ,03/03/2025,600,700,650
Haryana,Jhajar,Bahadurgarh,"Water Melon",Other,Medium,03/03/2025,2500,2800,2600
Haryana,Jind,Narwana,Cotton,Other,FAQ,03/03/2025,6700,7160,6930
Haryana,Jind,Safidon,Apple,Other,Medium,03/03/2025,8000,8000,8000
Haryana,Jind,Safidon,Tomato,Other,Non-FAQ,03/03/2025,700,700,700
Haryana,Jind,Uchana,Cotton,American,FAQ,03/03/2025,6935,7181,7055
Haryana,Kaithal,Cheeka,Potato,Other,Non-FAQ,03/03/2025,600,700,650
Haryana,Karnal,Asandh,Paddy(Dhan)(Basmati),1121,FAQ,03/03/2025,3180,3200,3180
Haryana,Karnal,Gharaunda,Potato,Other,FAQ,03/03/2025,700,1000,1000
Haryana,Karnal,"New Grain Market(main), Karnal",Apple,Other,Small,03/03/2025,4000,6000,5000
Haryana,Karnal,"New Grain Market(main), Karnal",Banana,Other,Small,03/03/2025,1800,2000,1900
Haryana,Karnal,"New Grain Market(main), Karnal",Beetroot,Beetroot,FAQ,03/03/2025,1000,1500,1250
Haryana,Karnal,"New Grain Market(main), Karnal","Bottle gourd",Other,FAQ,03/03/2025,800,1200,1000
Haryana,Karnal,"New Grain Market(main), Karnal",Cabbage,Other,FAQ,03/03/2025,200,200,200
Haryana,Karnal,"New Grain Market(main), Karnal",Coriander(Leaves),Coriander,FAQ,03/03/2025,800,1000,900
Haryana,Karnal,"New Grain Market(main), Karnal",Cucumbar(Kheera),Other,FAQ,03/03/2025,700,1500,1100
Haryana,Karnal,"New Grain Market(main), Karnal",Ginger(Green),"Green Ginger",FAQ,03/03/2025,4000,4500,4250
Haryana,Karnal,"New Grain Market(main), Karnal",Mustard,Mustard,Non-FAQ,03/03/2025,5000,5505,5200
Haryana,Karnal,"New Grain Market(main), Karnal",Onion,Other,Non-FAQ,03/03/2025,1300,1800,1500
Haryana,Karnal,"New Grain Market(main), Karnal",Pomegranate,Pomogranate,Large,03/03/2025,18000,19000,18500
Haryana,Kurukshetra,Iamailabad,Apple,Apple,Large,03/03/2025,6500,8500,7500
Haryana,Kurukshetra,Ladwa,Capsicum,Capsicum,FAQ,03/03/2025,2000,2000,2000
Haryana,Kurukshetra,Ladwa,Potato,Potato,Non-FAQ,03/03/2025,650,850,700
Haryana,Kurukshetra,Ladwa,Raddish,Raddish,FAQ,03/03/2025,300,500,400
Haryana,Kurukshetra,Shahabad,Cauliflower,Cauliflower,FAQ,03/03/2025,400,1000,800
Haryana,Kurukshetra,Shahabad,Chikoos(Sapota),Sapota,Medium,03/03/2025,3000,5625,4000
Haryana,Kurukshetra,Shahabad,"Cluster beans","Cluster Beans",FAQ,03/03/2025,3000,3000,3000
Haryana,Kurukshetra,Shahabad,Raddish,Raddish,FAQ,03/03/2025,400,700,600
Haryana,Mahendragarh-Narnaul,Ateli,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,03/03/2025,2400,2500,2500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Apple,Apple,Medium,03/03/2025,9000,9000,9000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Banana,"Banana - Ripe",Medium,03/03/2025,3000,3000,3000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Cabbage,Cabbage,FAQ,03/03/2025,500,500,500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Garlic,Garlic,FAQ,03/03/2025,8000,8000,8000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Grapes,Green,Medium,03/03/2025,4500,6000,5000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Onion,Onion,FAQ,03/03/2025,1400,2400,2000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Potato,Potato,FAQ,03/03/2025,800,1000,800
Haryana,Mahendragarh-Narnaul,Mohindergarh,Pumpkin,Pumpkin,FAQ,03/03/2025,500,800,500
Haryana,Mahendragarh-Narnaul,Narnaul,Brinjal,Brinjal,FAQ,03/03/2025,1000,1800,1200
Haryana,Mahendragarh-Narnaul,Narnaul,Cabbage,Cabbage,FAQ,03/03/2025,500,700,600
Haryana,Mahendragarh-Narnaul,Narnaul,Coriander(Leaves),Coriander,FAQ,03/03/2025,800,1800,1000
Haryana,Mahendragarh-Narnaul,Narnaul,Grapes,Green,Medium,03/03/2025,5000,6000,6000
Haryana,Mahendragarh-Narnaul,Narnaul,Pomegranate,Pomogranate,Medium,03/03/2025,8000,10000,10000
Haryana,Mahendragarh-Narnaul,Narnaul,"Tender Coconut","Tender Coconut",Medium,03/03/2025,4000,4000,4000
Haryana,Mahendragarh-Narnaul,Narnaul,Tomato,Tomato,FAQ,03/03/2025,900,1200,1200
Haryana,Mewat,FerozpurZirkha(Nagina),Brinjal,Other,FAQ,03/03/2025,1000,1400,1200
Haryana,Mewat,FerozpurZirkha(Nagina),Cauliflower,Other,FAQ,03/03/2025,600,1000,800
Haryana,Mewat,FerozpurZirkha(Nagina),Onion,Other,FAQ,03/03/2025,2400,2800,2600
Haryana,Mewat,Punhana,"Bottle gourd","Bottle Gourd",FAQ,03/03/2025,1200,1200,1200
Haryana,Mewat,Punhana,Cabbage,Other,FAQ,03/03/2025,1000,1000,1000
Haryana,Mewat,Punhana,Chikoos(Sapota),Other,Medium,03/03/2025,5000,5000,5000
Haryana,Mewat,Punhana,Spinach,Other,FAQ,03/03/2025,1000,1000,1000
Haryana,Mewat,Punhana,"Water Melon",Other,Medium,03/03/2025,1500,1500,1500
Haryana,Palwal,Hassanpur,"Bottle gourd","Bottle Gourd",FAQ,03/03/2025,1000,1000,1000
